edge_index,sample_index,parameter,x_mm,y_mm,z_mm
3,59,0.7119,-46.66899999999998,-45.300000000000004,55.300000000000004
3,60,0.7909999999999995,-47.45999999999998,-45.300000000000004,55.300000000000004
3,61,0.8700999999999999,-48.25099999999998,-45.300000000000004,55.300000000000004
3,62,0.9492000000000003,-49.04199999999999,-45.300000000000004,55.300000000000004
3,63,1.0282999999999998,-49.832999999999984,-45.300000000000004,55.300000000000004
3,64,1.1074000000000002,-50.62399999999998,-45.300000000000004,55.300000000000004
3,65,1.1865000000000006,-51.41499999999999,-45.300000000000004,55.300000000000004
3,66,1.2656,-52.20599999999998,-45.300000000000004,55.300000000000004
3,67,1.3447000000000005,-52.996999999999986,-45.300000000000004,55.300000000000004
3,68,1.4238000000000008,-53.78799999999999,-45.300000000000004,55.300000000000004
3,69,1.5028999999999995,-54.57899999999998,-45.300000000000004,55.300000000000004
3,70,1.5819999999999999,-55.36999999999998,-45.300000000000004,55.300000000000004
3,71,1.6610999999999994,-56.16099999999997,-45.300000000000004,55.300000000000004
3,72,1.7401999999999997,-56.951999999999984,-45.300000000000004,55.300000000000004
3,73,1.8193000000000001,-57.74299999999998,-45.300000000000004,55.300000000000004
3,74,1.8983999999999996,-58.53399999999998,-45.300000000000004,55.300000000000004
3,75,1.9775,-59.32499999999998,-45.300000000000004,55.300000000000004
3,76,2.0566000000000004,-60.115999999999985,-45.300000000000004,55.300000000000004
3,77,2.1357,-60.90699999999998,-45.300000000000004,55.300000000000004
3,78,2.2148000000000003,-61.697999999999986,-45.300000000000004,55.300000000000004
3,79,2.2939000000000007,-62.48899999999999,-45.300000000000004,55.300000000000004
3,80,2.373,-63.27999999999999,-45.300000000000004,55.300000000000004
3,81,2.4521000000000006,-64.07099999999998,-45.300000000000004,55.300000000000004
3,82,2.5311999999999992,-64.86199999999998,-45.300000000000004,55.300000000000004
3,83,2.6102999999999996,-65.65299999999998,-45.300000000000004,55.300000000000004
3,84,2.6894,-66.44399999999999,-45.300000000000004,55.300000000000004
3,85,2.7684999999999995,-67.23499999999999,-45.300000000000004,55.300000000000004
3,86,2.8476,-68.02599999999998,-45.300000000000004,55.300000000000004
3,87,2.9267000000000003,-68.81699999999998,-45.300000000000004,55.300000000000004
3,88,3.0058,-69.60799999999998,-45.300000000000004,55.300000000000004
3,89,3.0849,-70.39899999999999,-45.300000000000004,55.300000000000004
3,90,3.1640000000000006,-71.18999999999998,-45.300000000000004,55.300000000000004
3,91,3.2431,-71.98099999999998,-45.300000000000004,55.300000000000004
3,92,3.3222000000000005,-72.77199999999999,-45.300000000000004,55.300000000000004
3,93,3.401300000000001,-73.56299999999999,-45.300000000000004,55.300000000000004
3,94,3.4803999999999995,-74.35399999999998,-45.300000000000004,55.300000000000004
3,95,3.5595,-75.14499999999998,-45.300000000000004,55.300000000000004
3,96,3.6385999999999994,-75.93599999999998,-45.300000000000004,55.300000000000004
3,97,3.7177,-76.72699999999998,-45.300000000000004,55.300000000000004
3,98,3.7968,-77.51799999999999,-45.300000000000004,55.300000000000004
3,99,3.8758999999999997,-78.30899999999998,-45.300000000000004,55.300000000000004
3,100,3.955,-79.09999999999998,-45.300000000000004,55.300000000000004
